sen1	sen2	src	score
한 남자와 여자가 숲을 걸어간다.	남자와 여자가 걷고 있다.	main-captions	3.000
한 아이가 컴퓨터 게임을 하고 있다.	한 소년이 노트북으로 게임을 하고 있다.	main-captions	3.091
남자들이 다리에서 물속으로 뛰어들고 있다.	남자들은 강에서 뛴다.	main-captions	2.750
한 여성이 생선 껍질을 벗기고 있다.	한 여성이 프라이팬에 노란 혼합물을 부어 넣고 있다.	main-captions	1.200
사람들이 야구를 하고 있다.	크리켓 선수가 공을 쳤다.	main-captions	0.500
한 사람이 수프를 끓이고 있다.	한 여성이 팬에 계란을 넣고 있다.	main-captions	0.250
한 여자가 춤을 추고 있다.	남자가 막대기를 부러뜨린다.	main-captions	0.000
발레 댄서가 무대에서 공연을 하고 있다.	비버가 쓰다듬고 있다.	main-captions	0.000
한 남자가 바구니를 쏜다.	한 남자가 기타를 치고 있다.	main-captions	0.500
코끼리들이 목욕을 하고 있다.	두 여자가 노래를 부르고 있다.	main-captions	0.000
남자가 양파를 잘랐다.	한 남자가 춤을 추고 있다.	main-captions	0.600
한 여성이 눈꺼풀에 화장품을 바르고 있다.	여자가 아이섀도를 연필로 긋고 있다.	main-captions	4.000
한 여성과 남자가 차에 타고 있다.	차를 운전하는 여자가 옆에 앉은 남자와 이야기를 나누고 있다.	main-captions	3.400
한 소녀가 우리 안에서 춤을 추고 있다.	양파가 잘리고 있다.	main-captions	0.000
고양이가 로봇 위에 있다.	한 남자가 빵을 먹고 있다.	main-captions	0.000
그 여자는 그릇에 날계란을 휘저었다.	여자가 그릇에 눈을 쏟아 넣고 있다.	main-captions	1.000
소가 풀을 먹고 있다.	한 개가 한 소녀를 언덕 아래로 끌고 가고 있다.	main-captions	0.000
남자가 닭고기를 위한 소스를 젓는다.	남자가 기름을 저어주고 있다.	main-captions	2.400
줄넘기를 하는 한 남자	한 남자가 말하고 있다.	main-captions	0.400
한 여자가 오렌지 껍질을 벗기고 있다.	한 여성이 레몬 껍질의 작은 조각을 잘라낸다.	main-captions	1.800
누군가가 달걀을 깨고 있다.	한 여자는 그릇에 달걀을 젓는다.	main-captions	2.500
한 남자가 감자를 자르고 있다.	한 여성이 일렉트릭 기타를 연주한다.	main-captions	0.083
한 남자가 빵 한 조각에 버터를 바르고 있다.	끈에 매달린 늘보원숭이.	main-captions	0.000
한 여성이 야채를 잘라낸다.	한 여성이 꼬치 음식을 레인지에 올려놓고 있다.	main-captions	1.000
그 여자는 새우의 꼬리와 몸을 잘랐다.	한 여성이 새우를 치우고 있다.	main-captions	4.500
한 남자가 어쿠스틱 기타를 연주한다.	한 여자와 개가 함께 걷고 있다.	main-captions	0.000
한 사람이 새우 껍질을 벗기고 있다.	한 사람이 새우를 준비하고 있다.	main-captions	3.600
한 여성이 브로콜리를 자르고 있다.	한 여성이 브로콜리를 썰고 있다.	main-captions	5.000
작은 개가 침대에 누워 있다.	작은 개가 침대에 누워 있다.	main-captions	5.000
남자가 감자를 썰고 있다.	한 남자가 감자를 자르고 있다.	main-captions	5.000
한 사람이 새우 껍질을 벗기고 있다.	한 남자가 새우 껍질을 벗기고 있다.	main-captions	3.800
한 여성이 선글라스를 쓰고 있다.	한 여자는 선글라스를 낀다.	main-captions	5.000
한 여성이 감자를 자르고 있다.	한 여성이 당근을 썰고 있다.	main-captions	2.500
여자들이 뛰고 있다.	두 여자가 달리고 있다.	main-captions	3.824
한 남자가 하프를 연주하고 있다.	한 여성이 기타를 치고 있다.	main-captions	1.600
한 남자가 수영장으로 뛰어들었다.	한 남자가 수영장으로 뛰어들었다.	main-captions	5.000
남자가 마늘을 부수고 있다.	한 남자가 마늘을 부수고 있다.	main-captions	5.000
한 남자가 감자를 자르고 있다.	한 남자가 당근을 자르고 있다.	main-captions	2.375
한 남자가 양파를 자르고 있다.	한 남자가 양파를 썰다.	main-captions	5.000
한 남자가 춤을 추고 있다.	한 남자가 노래를 부르고 있다.	main-captions	1.250
한 남자가 달리고 있다.	한 남자가 노래를 부르고 있다.	main-captions	1.250
남자가 숲속에서 하이킹을 하고 있다.	한 남자가 숲속을 추적하고 있다.	main-captions	3.000
한 남자가 자전거를 타고 있다.	한 여자가 말을 타고 있다.	main-captions	1.400
한 여성이 기타를 연주하고 있다.	한 사람이 기타를 치고 있다.	main-captions	4.000
한 남자가 피자를 먹고 있다.	한 남자가 음식을 먹고 있다.	main-captions	3.600
한 남자가 기타를 치고 있다.	한 남자가 기타를 연주한다.	main-captions	4.857
남자가 빵에 버터를 바르고 있다.	남자가 쌀을 저어주고 있다.	main-captions	0.400
한 여성이 남자를 때리고 있다.	한 여성이 목욕을 하고 있다.	main-captions	0.200
세 남자가 춤을 추고 있다.	여자들이 춤을 추고 있다.	main-captions	1.300
한 남자가 말하고 있다.	한 남자가 춤을 추고 있다.	main-captions	1.200
한 남자가 춤을 추고 있다.	한 남자가 말하고 있다.	main-captions	1.200
한 사람이 고양이 머리를 빗고 있다.	사람이 고양이를 빗고 있다.	main-captions	4.400
한 남자가 드럼을 치고 있다.	한 남자가 기타를 치고 있다.	main-captions	1.800
한 남자가 바나나 껍질을 벗기고 있다.	한 여성이 감자 껍질을 벗기고 있다.	main-captions	1.400
한 소년이 말을 타고 있다.	원숭이가 버스를 타고 있다.	main-captions	0.400
강아지는 욕조에서 나오려고 했다.	강아지가 욕조에서 나오려고 하고 있다.	main-captions	4.400
한 여자가 양파 껍질을 벗기고 있다.	여자가 골파를 썰고 있다.	main-captions	3.250
한 사람이 밥 한 냄비를 섞고 있다.	한 사람이 감자 껍질을 벗기고 있다.	main-captions	0.778
한 남자가 기타를 치고 있다.	소녀가 기타를 치고 있다.	main-captions	2.250
사자 새끼는 울타리를 오르려고 한다.	사자는 벽을 넘어 올라가려고 한다.	main-captions	2.750
한 남자가 휴대폰으로 통화하고 있다.	한 남자가 마이크에 대고 이야기하고 있다.	main-captions	2.000
한 남자가 기타를 치고 있다.	한 남자가 CD를 청소하고 있다.	main-captions	0.833
누군가가 닭고기 국물을 냄비에 부어 넣고 있다.	남자가 냄비에 국물을 부어 넣고 있다.	main-captions	3.750
한 여성이 양파를 자르고 있다.	한 여성이 칼로 마늘을 자르고 있다.	main-captions	1.800
남자가 다른 남자들과 악수를 하고 있다.	남자가 다른 남자와 악수를 하고 있다.	main-captions	4.333
목표물이 총으로 맞고 있다.	그 표적은 총알에 맞고 있었다.	main-captions	4.214
한 여성이 화장을 하고 있다.	한 남자가 기타를 치고 있다.	main-captions	0.000
한 여성이 큰 후추를 자르고 있다.	한 사람이 초록 후추를 자르고 있다.	main-captions	3.400
한 남자가 피자에 치즈를 넣는다.	한 남자가 피자에 갈린 치즈를 뿌리고 있다.	main-captions	4.200
한 남자가 나뭇잎을 응시하고 있다.	한 남자가 채소를 자르고 있다.	main-captions	0.800
한 사람이 코모도 왕도마뱀을 집어 상자에 넣고 있다.	한 사람이 아기 코모도 왕도마뱀을 컨테이너에 넣고 있다.	main-captions	4.200
한 사람이 에스컬레이터에 카메라를 떨어뜨린다.	한 남자가 에스컬레이터에 가방을 던진다.	main-captions	2.750
남자가 키보드를 연주하고 있다.	한 남자가 기타를 치고 있다.	main-captions	2.200
한 여성이 아이섀도를 바르고 있다.	한 여자가 그릇을 씻고 있다.	main-captions	1.200
한 여성이 플루트를 연주하고 있다.	한 남자가 키보드를 연주하고 있다.	main-captions	1.000
한 남자가 말을 타고 있다.	한 여성이 코끼리를 타고 있다.	main-captions	1.533
한 남자가 플루트를 연주하고 있다.	한 남자가 춤을 추고 있다.	main-captions	0.200
호랑이가 우리 주위를 걷고 있다.	호랑이는 목적 없이 돌아다닌다.	main-captions	3.000
한 사람이 냄비에 식용유를 부어 넣는다.	한 사람이 난로 위의 냄비에 올리브유를 붓고 있다.	main-captions	3.800
한 여성이 감자를 자르고 있다.	한 여자가 말을 타고 있다.	main-captions	0.750
앵무새가 이야기를 하고 있다.	앵무새가 마이크에 대고 이야기하고 있다.	main-captions	3.000
한 남자가 마이크에 대고 노래하고 있다.	한 남자가 빗속에서 춤을 추고 있다.	main-captions	0.400
한 여자가 운동을 하고 있다.	한 여자는 역기를 들어 올린다.	main-captions	3.400
한 아이가 바다 파도를 들락날락합니다.	한 어린 소년이 바다의 파도를 향해 그리고 파도로부터 달려가고 있습니다.	main-captions	3.800
한 남자가 피아노를 치고 있다.	한 남자가 나무 플루트를 연주하고 있다.	main-captions	1.400
한 남자가 말을 타고 있다.	한 남자가 사막에서 말을 타고 있다.	main-captions	3.400
한 개가 냉장고에서 음식을 훔치고 있다.	개가 냉장고에서 뭔가를 꺼냈다.	main-captions	3.200
한 사람이 두 대의 카메라에 토치램프를 사용한다.	한 사람이 카메라를 태우고 있다.	main-captions	2.333
한 남자가 악덕에 칼을 꽂고 있다.	한 남자가 차고에 있는 차에 타고 있다.	main-captions	0.800
한 여성이 고기를 요리하고 있다.	한 남자가 말하고 있다.	main-captions	0.000
강아지가 싱크대에서 나오려고 하고 있다.	강아지는 욕조에서 나오려고 했다.	main-captions	3.000
한 사람이 네모난 종이 조각을 접고 있다.	한 사람은 종이 한 장을 접는다.	main-captions	3.750
소년이 피아노를 치고 있다.	여자가 팬에 기름을 부어 넣고 있다.	main-captions	0.000
한 남자가 감자를 자르고 있다.	한 여성이 암벽을 오르고 있다.	main-captions	0.000
한 여성이 아기를 먹이고 있다.	한 남자가 팬에 물을 넣고 있다.	main-captions	0.000
한 여성이 계란을 섞고 있다.	여자가 먹고 있다.	main-captions	0.500
한 남자가 보트에 타고 있다.	한 남자가 기계를 묶고 있다.	main-captions	0.400
한 남자가 케이크를 서빙하고 있다.	한 남자 메추라기를 양념하고 있다.	main-captions	0.750
누군가가 당근을 갈고 있다.	한 여성이 오렌지색 음식을 갈고 있다.	main-captions	2.500
한 남자가 지붕 위에 서서 바이올린을 연주하고 있다.	한 남자가 지붕 위에서 춤을 추고 있다.	main-captions	1.800
원숭이가 사람을 걷어차고 있다.	원숭이는 무술을 실천한다.	main-captions	2.500
한 남자가 칼을 간다.	한 남자는 여자를 들고 있다.	main-captions	0.500
한 여자가 그녀의 발을 빗고 있다.	한 여성이 양파를 자르고 있다.	main-captions	0.400
한 여성이 고기에서 피부를 제거하고 있다.	한 여성이 토마토를 자르고 있다.	main-captions	1.200
한 남자가 그릇에 든 재료를 젓고 있다.	한 남자가 포크로 그릇에 달걀 두 개를 치고 있다.	main-captions	2.750
한 여성이 욕조에서 휴식을 취하고 있다.	한 여성이 포크로 감자를 찌르고 있다.	main-captions	0.400
한 여성이 생선에 기름을 첨가하고 있다.	여자가 감자를 자르고 있다.	main-captions	0.600
한 여자가 뭔가를 쓰고 있다.	한 여성이 골파를 자르고 있다.	main-captions	0.800
한 아기가 그의 음식을 먹는다.	한 아기가 완두 콩을 먹고 있다.	main-captions	3.000
한 남자가 기계로 당근을 썰고 있다.	한 남자가 빗속에 서 있다.	main-captions	0.400
한 남자가 무대에서 기타를 치고 노래를 부르고 있다.	한 남자가 일렉트릭 기타를 연주하고 있다.	main-captions	3.200
한 소년이 피아노를 치고 있다.	한 남자가 노래를 부르며 기타를 연주하고 있다.	main-captions	1.250
그 사람이 불을 지르고 있다.	한 사람은 불을 만든다.	main-captions	5.000
한 여성이 해변에서 말을 타고 있다.	한 여자가 그릇을 씻고 있다.	main-captions	0.200
한 사람이 약초를 자르고 있다.	한 남자가 녹색 물질을 잘게 자르고 있다.	main-captions	3.000
한 여성이 수돗물을 머그잔에 담고 있다.	한 소년이 항아리에 물을 채우고 있다.	main-captions	1.400
한 사람이 그릇에 달걀을 휘젓고 있다.	한 여성이 철사 거품기를 사용하여 그릇에 달걀 두 개를 치고 있다.	main-captions	3.800
개는 개 문에 막대기를 빼는 방법을 알아내지 못했다.	개가 개 문을 통과하려고 하고 있다.	main-captions	2.750
한 여성이 그릇에 달걀을 섞고 있다.	한 남자가 팔굽혀 펴기를 하고 있다.	main-captions	0.000
그 여자는 새우에 약간 흠을 만들었다.	한 요리사가 새우를 자르고 있다.	main-captions	2.800
누군가가 액체를 섞고 있다.	한 남자가 기타를 치고 있다.	main-captions	0.000
한 여성이 큰 후추를 썰고 있다.	한 남자가 악기를 연주하고 있다.	main-captions	0.000
큰 눈을 가진 동물이 먹고 있다.	늘보원숭이가 먹고 있다.	main-captions	2.600
아기가 행복하게 기어가고 있다.	고양이가 나무 바닥을 걷고 있다.	main-captions	0.100
호랑이 새끼가 공을 가지고 놀고 있다.	한 사람이 칼로 새우를 자르고 있다.	main-captions	0.000
한 여자가 과일을 자르고 있다.	두 여자가 레몬을 썰고 있다.	main-captions	2.000
깃발이 공중에서 움직이고 있었다.	깃발이 흔들린다.	main-captions	3.750
아기가 그의 차 좌석에서 웃었다.	한 아기가 웃고 있다.	main-captions	3.100
개는 한 소년을 물속에 두 번 들이받습니다.	개가 아기를 비 웅덩이에 밀어 넣는다.	main-captions	2.692
새가 수도꼭지 밑에서 목욕을 하고 있다.	새가 싱크대에서 목욕하고 있다.	main-captions	4.429
